batch,category,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,answer_type,answer,follow_up_trigger,follow_up_answer,answer_confidence,origin,seed_id
Batch 4,Working & Life During Service,work_side_hustle_during_service,Is it possible for someone to be serving and working at the same time?,Not covered,-,,,Not addressed.,Statement,"NYSC doesn't prohibit having a side hustle or additional skill work during your service year, as long as it doesn't interfere with your PPA attendance, monthly clearance, or CDS participation -- those three are compulsory and non-negotiable regardless of what else you're doing. NYSC actually runs its own official avenue for this: the SAED (Skills Acquisition and Entrepreneurship Development) programme, which starts automatically for every corps member in orientation camp and continues afterward through post-camp training, mentorship, and (for some participants) business grants/seed funding -- so learning a skill or working toward a certification alongside your service isn't just tolerated, it's something NYSC itself structures and encourages. Many corps members also freelance, tutor, or run small businesses independently of SAED, especially given how modest the federal allowance is relative to living costs. What you can't do is let any of this become a reason for PPA absence -- that risks the same consequences as any other unexplained absence (a query, forfeited allowance for that month, or a service extension for repeated cases). This is also why working your ""current job"" at a different location while officially serving somewhere else isn't workable as a formal arrangement -- you're expected to be physically present and clocking attendance at your assigned PPA, so a job elsewhere would need to fit around that, not replace it, unless you've gone through an official process (e.g. having your existing employer serve as your PPA, where that's permitted, or a formal relocation) rather than just working two places unofficially. On pay: the federal allowance itself is calculated as national minimum wage plus 10%, but that's not the same as being a minimum-wage employee -- any side income or PPA-related pay you receive is separate and depends entirely on whatever that employer or client pays, not on NYSC's rate.",,,"Medium-high -- SAED as NYSC's own official skills/entrepreneurship structure (in-camp and post-camp) is confirmed by numerous current NYSC-affiliated and independent sources. The compulsory-attendance constraint is confirmed via the clearance research already done elsewhere in this project. The 'can I work my existing job while serving elsewhere' answer is reasoned from that same attendance requirement rather than a single source stating it explicitly -- flagged as a reasonable extension, not a separately sourced fact.",original,
Batch 4,Registration & Eligibility,senate_list_status,Does having a statement of result mean that my name is among the NYSC mobilization list?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",Conditional,"The Senate List (also called the Academic Board Approved List) is compiled and uploaded by your institution, not NYSC -- NYSC only publishes what schools send them. Check it at the NYSC Senate List portal: pick your institution, enter your matriculation number, surname, and date of birth, then search. If your details appear, you're cleared to register. If you see 'No Record Found,' your school hasn't uploaded you yet, or there's a mismatch in your details. Two other specific scenarios worth naming directly: (1) 'On the Senate list but not the matriculation list' (or vice versa) is a related but separate check -- NYSC also cross-references your Senate List entry against JAMB's own Matriculation List, and a mismatch there produces its own distinct portal error ('Matriculation Number not found'), fixed through JAMB rather than your school. (2) A wrong graduation year showing on the uploaded Senate list (e.g. it shows 2015 when you graduated 2014) is a data-entry error at your institution's end, not a personal registration problem -- report it to Student Affairs/Mobilisation Office for correction and resubmission; there's no NYSC-side fix for it. IF YOUR SCHOOL NEVER UPLOADS AT ALL: this isn't just a delay -- if your institution's Senate List submission misses the cutoff for your registration window entirely, you miss that batch/stream and roll into the next one, through no fault of your own. There's no NYSC-side way to register without appearing on an uploaded Senate List first, so persistent follow-up with your school's Student Affairs/Mobilisation Office (not NYSC) is the only lever you have if this is taking unusually long. Outstanding departmental, faculty, library, or bursary clearance at your school can also keep your name off the list your school submits in the first place -- that's a school-side hold, not an NYSC one, and worth checking before assuming it's just processing time.","Are other people from your department/school also missing, or is it just you?","just_me -> Most likely a data mismatch (wrong matric number, name, or DOB on file) or an unresolved issue on your end -- outstanding fees, an incomplete result, or unfinished departmental/faculty/library/bursary clearance. Go directly to your Student Affairs/Mobilisation Office and ask them to check and re-upload your specific record. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely. || others_too -> This is institutional, not personal -- your school likely hasn't submitted its list yet, or submitted it late. There's nothing to fix on your end; the timeline depends entirely on your school's admin speed (commonly 1-3 months after clearance, sometimes longer), and following up with your Mobilisation Office periodically is the only lever you have. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely.","Cross-validated -- the 'just you vs. everyone' diagnostic split and NYSC's zero visibility until schools upload are consistent across multiple current guides. The Senate-List-vs-Matriculation-List distinction and its specific error message are drawn directly from the same official cross-check mechanism already confirmed elsewhere in this project (see jamb_name_mismatch/jamb_documents_requirement) -- copied in here rather than cross-referenced, per the self-containment rule. The wrong-graduation-year scenario is reasoned from the general 'institutional data-entry error' pattern rather than a source describing that exact case.",original,
Batch 4,Registration & Eligibility,senate_list_status,How does one know if their school has mobilized them?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",Conditional,"The Senate List (also called the Academic Board Approved List) is compiled and uploaded by your institution, not NYSC -- NYSC only publishes what schools send them. Check it at the NYSC Senate List portal: pick your institution, enter your matriculation number, surname, and date of birth, then search. If your details appear, you're cleared to register. If you see 'No Record Found,' your school hasn't uploaded you yet, or there's a mismatch in your details. Two other specific scenarios worth naming directly: (1) 'On the Senate list but not the matriculation list' (or vice versa) is a related but separate check -- NYSC also cross-references your Senate List entry against JAMB's own Matriculation List, and a mismatch there produces its own distinct portal error ('Matriculation Number not found'), fixed through JAMB rather than your school. (2) A wrong graduation year showing on the uploaded Senate list (e.g. it shows 2015 when you graduated 2014) is a data-entry error at your institution's end, not a personal registration problem -- report it to Student Affairs/Mobilisation Office for correction and resubmission; there's no NYSC-side fix for it. IF YOUR SCHOOL NEVER UPLOADS AT ALL: this isn't just a delay -- if your institution's Senate List submission misses the cutoff for your registration window entirely, you miss that batch/stream and roll into the next one, through no fault of your own. There's no NYSC-side way to register without appearing on an uploaded Senate List first, so persistent follow-up with your school's Student Affairs/Mobilisation Office (not NYSC) is the only lever you have if this is taking unusually long. Outstanding departmental, faculty, library, or bursary clearance at your school can also keep your name off the list your school submits in the first place -- that's a school-side hold, not an NYSC one, and worth checking before assuming it's just processing time.","Are other people from your department/school also missing, or is it just you?","just_me -> Most likely a data mismatch (wrong matric number, name, or DOB on file) or an unresolved issue on your end -- outstanding fees, an incomplete result, or unfinished departmental/faculty/library/bursary clearance. Go directly to your Student Affairs/Mobilisation Office and ask them to check and re-upload your specific record. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely. || others_too -> This is institutional, not personal -- your school likely hasn't submitted its list yet, or submitted it late. There's nothing to fix on your end; the timeline depends entirely on your school's admin speed (commonly 1-3 months after clearance, sometimes longer), and following up with your Mobilisation Office periodically is the only lever you have. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely.","Cross-validated -- the 'just you vs. everyone' diagnostic split and NYSC's zero visibility until schools upload are consistent across multiple current guides. The Senate-List-vs-Matriculation-List distinction and its specific error message are drawn directly from the same official cross-check mechanism already confirmed elsewhere in this project (see jamb_name_mismatch/jamb_documents_requirement) -- copied in here rather than cross-referenced, per the self-containment rule. The wrong-graduation-year scenario is reasoned from the general 'institutional data-entry error' pattern rather than a source describing that exact case.",original,
Batch 4,Registration & Eligibility,graduation_date_correction,Is a one-day difference between the graduation date on my NYSC portal and statement of result an issue during registration?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,wrongly exempted,"For wrongly-exempted PCMs: collect original Exemption Certificate from institution, SAO writes signed letter to NYSC HQ stating correct graduation date; then revalidate when portal reopens.",Conditional,"NYSC uses the graduation date as it appears on your Statement of Result/Senate List submission, not the date your certificate happens to be issued -- a certificate showing only an issue date (e.g. a year after you actually graduated) rather than the graduation date is a real, reported source of confusion at camp, but the Statement of Result/Senate List date is what NYSC checks, so this is generally not an issue as long as your Senate List entry carries the correct graduation date. Even a one-day discrepancy between your NYSC portal and your Statement of Result can flag your record for rejection or a hold at the camp gate -- this is checked precisely, not loosely. Correcting your graduation date has to go through your institution -- it's not a self-service dashboard fix, since NYSC's system reflects whatever your school submitted on the Senate List. If your school keeps omitting the correction despite repeated requests, escalate in writing (dated correspondence) to your institution's Student Affairs/Mobilisation Office and keep records of each attempt -- there's no confirmed alternate route around the institution for this specific correction; NYSC itself won't override what the school submitted.","Has your school actually submitted the corrected graduation date to the Senate List yet, or are you still waiting on them?",awaiting_school -> Keep escalating in writing to Student Affairs/Mobilisation Office; there's no way around the institution for this. || school_submitted -> Check your NYSC portal to confirm it reflects correctly before relying on it at camp.,Cross-validated -- the Statement-of-Result-over-certificate-issue-date rule and the pre-call-up timing sensitivity are confirmed by official NYSC directive texts. No source confirms an alternate path if the institution repeatedly fails to submit the correction -- flagged as genuinely unresolved rather than guessed at.,original,
Batch 4,Registration & Eligibility,medical_fitness_report,Do they verify the medical report?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Health Ground,For health-ground concessional deployment: upload medical report from a Federal or State General Hospital plus doctor's details.,Conditional,"NYSC actually distinguishes two separate documents that get confused: the Medical Fitness Certificate (compulsory for every prospective corps member -- including married women, with no exemption -- and checked at the camp gate before you're admitted to register) and the Medical Report (used specifically for health-ground concessional posting/redeployment requests, per the official onlinefaq.pdf, which needs a doctor's details and specifics of your condition). The Fitness Certificate must come from a government or military hospital -- private-hospital certificates are routinely rejected at the gate. The health-ground Medical Report carries the same restriction: NYSC's own FAQ page (nysc.gov.ng/faq.html), under Health Ground concessional posting, states directly that supporting documents must include a ""Medical report from Federal or State General Hospitals"" -- so both documents require a government/state facility, officially confirmed rather than left to sources to disagree on. The standard fitness certificate format typically includes tests such as PCV, VDRL, HIV, HCV, HBsAg, blood group, genotype, blood pressure, sputum, urinalysis, stool microscopy, chest X-ray, and visual acuity, plus your age and personal details as identifying information -- but a certificate is NOT rejected in camp for lacking a meningitis (CSM) vaccination record specifically: this has been documented as a scam narrative some WhatsApp group admins spread to get corps members to pay for a second certificate; NYSC has never made CSM vaccination a compulsory inclusion, though getting vaccinated is still recommended for your own health, especially if posted to a northern/meningitis-belt state. Cost estimates vary widely across sources -- some describe the certificate itself as technically free at public hospitals with only the tests costing roughly N2,000-N7,000, while other current guides estimate a broader N5,000-N60,000 range depending on hospital, tests, and location; there's no single official figure. Camp officials do check the certificate during documentation, and some camps also run a supplementary medical exam after arrival, but the current requirement (as of the most recent sources) is still to bring a certificate obtained beforehand -- it is not too early to get it once you have your call-up letter; the ideal window is about 2-4 weeks before your reporting date, since government hospitals get busier and slower as reporting dates approach.","Are you asking about the certificate required for camp registration, or the document needed to support a health-ground redeployment/posting request, or a dispute over whether your documents were accepted?","camp_cert -> You need the Medical Fitness Certificate, compulsory for every prospective corps member including married women, no exceptions, from a government or military hospital only -- private-hospital certificates are routinely rejected at the gate. || redeployment_doc -> You need the separate Medical Report, submitted per the official onlinefaq.pdf with a doctor's details and specifics of your condition -- officially required to be from a Federal or State General Hospital per nysc.gov.ng/faq.html's Health Ground concessional-posting section, the same government/state-facility restriction as the Fitness Certificate. || dispute -> If camp medical staff reject your genuine documents as fake and you then have a real health emergency during drills: this specific dispute scenario isn't addressed by any official source found. Reasoned guidance: report the incident in writing to your Camp Commandant or State Coordinator, and get an independent medical report from an NHIS-recognised hospital for the emergency itself, since any later review of your case will go by what's documented.","Medium-high -- that the certificate is compulsory for all PCMs (including married women) and must come from a government/military hospital, the standard test list, and the meningitis-vaccination non-requirement (specifically debunked as a scam narrative) are each corroborated by multiple independent current sources. The Medical Report's hospital-type restriction is now officially sourced (nysc.gov.ng/faq.html confirms Federal/State General Hospital directly), not left as a source conflict. Only the exact cost stays genuinely unresolved, varying widely across sources (~N2,000-N60,000) with no single official figure found.",original,
Batch 4,Registration & Eligibility,age_eligibility,Can someone who finished school years ago and is now over 30 still serve if they were below 30 when they graduated?,Not covered,-,,,No age-eligibility rule stated in these specific FAQ sources.,Statement,"Eligibility is based on your age at the date your institution confirms your graduation (as recorded on the Senate List) -- not your age when you register, when your call-up letter arrives, or when you actually get to camp. The governing NYSC Decree/Act text sets the exemption threshold as being over the age of 30 at graduation, which implies someone who is exactly 30 at graduation remains eligible to serve -- though several third-party guides simplify this as '30 or older is exempted,' which would exclude exactly-30 graduates instead. This is the correct, statute-backed reading -- some third-party guides get it backwards, so if you see '30 or older is exempted' elsewhere, the statutory wording ('over the age of thirty') is the more authoritative version. If you were 30 or under at graduation, you register online as normal and go for service regardless of your current age -- someone who graduated at 28 but is now 32 due to mobilization delays, a late call-up, or a batch change is still eligible and will not be exempted on that basis. If you were over 30 at graduation, exemption is automatic and not a matter of choice -- you still register online, but you're issued a Certificate of Exemption instead of a call-up letter; there is no partial-service or reduced-term option. Age is calculated by comparing the date of birth on your JAMB record (or your international passport for foreign-trained graduates) against your institution's recorded graduation date on the Senate List -- not the date you personally collect your certificate or transcript, which can come later. NYSC does not accept age corrections at the verification stage, so a wrong JAMB date of birth must be fixed through JAMB directly before completing NYSC registration.",,,"Medium -- that eligibility hinges on age-at-graduation (not current age, not registration date, not batch/call-up timing) and the JAMB-DOB-vs-Senate-List comparison mechanism are each confirmed by multiple independent current sources. The exact cutoff question ('30 or under = eligible' vs '29 or under = eligible') leans resolved: nysc.gov.ng's own exemption-certificate page quotes the statutory wording as 'over the age of thirty,' implying exactly-30 is still eligible -- echoed by multiple current (2025-2026) independent guides, one walking through the exact day-count logic. This is the majority reading, not unanimous -- at least one current source (nyscpioneers.com) still states '30 or older' is exempted, so keep a brief caveat rather than presenting it as fully settled.",original,
Batch 4,Registration & Eligibility,prior_registration_history,Can a laboratory science graduate serve without completing the compulsory internship?,Not covered,-,,,No guidance on re-registration after prior/abandoned NYSC history.,Conditional,"NYSC operates a one-time-in-a-lifetime rule: once you've completed a full service year, or you already hold a valid exemption or exclusion tied to one qualifying credential, you cannot be mobilised again for a later, higher qualification -- this is confirmed directly against NYSC Act provisions and consistent across current sources. Earning a second degree afterward (including professional qualifications like medicine and surgery) doesn't create a fresh service obligation; attempting to re-register is treated by the portal's cross-checks as a violation, not a legitimate second attempt, since NYSC does not process the same person twice under different categories.","Have you already completed service once (or hold an exemption/exclusion), is this about being mobilized but never attending, or something else?","already_served -> The one-time rule above applies; using a second degree to 'forfeit' the first registration and start over isn't how it works -- your existing status stands, and a second qualification doesn't unlock a fresh mobilization, though it can support a fresh exemption certificate application if you're applying for exemption specifically (distinct from having already served). || mobilized_no_show -> This is different from having completed service -- you generally still need to revalidate to be re-posted in a later batch, and multiple rounds of revalidation across different batches are described as possible (i.e. missing it a second time doesn't permanently disqualify you), though this is based on forum-level reports rather than an official source stating a specific limit. || other_scenarios -> Two specific situations that come up here, both flagged as unresolved rather than confirmed: whether military/police service completed BEFORE finishing a degree (rather than after) still counts toward the 9+-months exemption ground isn't independently verified; and whether laboratory science graduates specifically need to complete a compulsory internship before NYSC eligibility isn't verified against any source found either.","Medium-high -- the core one-time-service rule (confirmed against NYSC Act Section 2 and multiple current sources, including explicit confirmation that a later additional qualification doesn't create a new service obligation) and the revalidation-can-be-repeated-after-missing-twice point (though only anecdotally sourced) are the strongest parts. The police-enlistment-before-degree and lab-science-internship scenarios remain unverified and are flagged as such rather than answered with confidence.",original,
Batch 4,Registration & Eligibility,biometric_capture,Can I capture my biometrics using my computer's fingerprint reader?,Covered,MOBREG/PORTAL,,proxy,Must not be done by proxy; same fingers used at registration are checked at camp. Digital Persona U.are.U 4500 scanner required if doing biometrics outside an NYSC office.,Conditional,"Biometric verification (thumbprint) is compulsory at orientation camp, done in person at camp registration desks using dedicated hardware scanners -- your identity is checked against the thumbprint captured during online registration, and proxy capture is strictly prohibited and against official NYSC directives. A laptop's built-in fingerprint reader is not a substitute for this -- online/pre-camp biometric capture (during registration, at approved cyber cafes) and in-camp verification are both done via NYSC's own designated hardware, not personal devices; there's no confirmed option to use your own computer's scanner for either step. Biometrics can only be captured within Nigeria at NYSC-approved centres -- there's no confirmed option to do this from abroad (e.g. London), so foreign-based prospective corps members need to complete this step in Nigeria in person, same as the physical verification requirement for foreign-trained graduates generally. If your thumbprint verification fails at camp registration (a mismatch against your online-registration print), you generally cannot be registered until it's resolved -- this typically needs your case escalated on-site to camp ICT/registration staff rather than a self-service fix; no source confirms a guaranteed follow-up notification once an old/mismatched fingerprint record is dropped, so don't assume a mail or message will automatically follow -- follow up directly instead. Repeated fingerprint failures during login/registration (e.g. missing it 3 times) locking you out of completing payment is a known, reported issue -- resolving it typically requires contacting NYSC support or your registration centre directly rather than repeatedly retrying, since repeated failed attempts can trigger a lockout. If your biometric clearance portal is closed because your LGI was unavailable, that's an administrative gap on the officiating side, not something that should be held against you -- but no source confirms it's automatically excused; document that you attempted clearance and follow up promptly, since unresolved clearance gaps (not the closure itself) are what typically risk allowance withholding.","Is your issue capturing biometrics for the first time, or a verification failure/mismatch afterward?","first_capture -> Must be done in person in Nigeria at an approved centre/camp, using NYSC's own hardware, not a personal device. || verify_fail -> Escalate on-site to camp ICT/registration staff (or NYSC support for portal login issues) rather than repeatedly retrying, since repeated failures can lock you out.","Cross-validated -- compulsory in-person capture, proxy prohibition, and the requirement to complete this within Nigeria are confirmed via official guidelines. The fingerprint-mismatch follow-up process, lockout-after-repeated-failure handling, and biometric-portal-closure-vs-allowance-impact are flagged as reasoned from adjacent confirmed rules rather than directly sourced for these exact scenarios.",original,
Batch 4,Registration & Eligibility,senate_list_status,Why can't I find my name on the NYSC portal after my school says it has been uploaded?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Senate,"Verify name appears on Senate/Academic Board Approved Result list before registering; if missing, contact institution directly.",Conditional,"The Senate List (also called the Academic Board Approved List) is compiled and uploaded by your institution, not NYSC -- NYSC only publishes what schools send them. Check it at the NYSC Senate List portal: pick your institution, enter your matriculation number, surname, and date of birth, then search. If your details appear, you're cleared to register. If you see 'No Record Found,' your school hasn't uploaded you yet, or there's a mismatch in your details. Two other specific scenarios worth naming directly: (1) 'On the Senate list but not the matriculation list' (or vice versa) is a related but separate check -- NYSC also cross-references your Senate List entry against JAMB's own Matriculation List, and a mismatch there produces its own distinct portal error ('Matriculation Number not found'), fixed through JAMB rather than your school. (2) A wrong graduation year showing on the uploaded Senate list (e.g. it shows 2015 when you graduated 2014) is a data-entry error at your institution's end, not a personal registration problem -- report it to Student Affairs/Mobilisation Office for correction and resubmission; there's no NYSC-side fix for it. IF YOUR SCHOOL NEVER UPLOADS AT ALL: this isn't just a delay -- if your institution's Senate List submission misses the cutoff for your registration window entirely, you miss that batch/stream and roll into the next one, through no fault of your own. There's no NYSC-side way to register without appearing on an uploaded Senate List first, so persistent follow-up with your school's Student Affairs/Mobilisation Office (not NYSC) is the only lever you have if this is taking unusually long. Outstanding departmental, faculty, library, or bursary clearance at your school can also keep your name off the list your school submits in the first place -- that's a school-side hold, not an NYSC one, and worth checking before assuming it's just processing time.","Are other people from your department/school also missing, or is it just you?","just_me -> Most likely a data mismatch (wrong matric number, name, or DOB on file) or an unresolved issue on your end -- outstanding fees, an incomplete result, or unfinished departmental/faculty/library/bursary clearance. Go directly to your Student Affairs/Mobilisation Office and ask them to check and re-upload your specific record. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely. || others_too -> This is institutional, not personal -- your school likely hasn't submitted its list yet, or submitted it late. There's nothing to fix on your end; the timeline depends entirely on your school's admin speed (commonly 1-3 months after clearance, sometimes longer), and following up with your Mobilisation Office periodically is the only lever you have. Either way: if you miss your batch's registration window while this gets sorted, your school is expected to carry you into the next mobilisation cycle automatically, not lose your place entirely.","Cross-validated -- the 'just you vs. everyone' diagnostic split and NYSC's zero visibility until schools upload are consistent across multiple current guides. The Senate-List-vs-Matriculation-List distinction and its specific error message are drawn directly from the same official cross-check mechanism already confirmed elsewhere in this project (see jamb_name_mismatch/jamb_documents_requirement) -- copied in here rather than cross-referenced, per the self-containment rule. The wrong-graduation-year scenario is reasoned from the general 'institutional data-entry error' pattern rather than a source describing that exact case.",original,
Batch 4,Posting & PPA,change_local_government,Can someone change their local government after posting?,Not covered,-,,,Not addressed.,Conditional,"To move from your current Local Government Area (LGA) to a different one -- whether within the same state or to another state -- you go through NYSC's LGA transfer process, which is a distinct procedure from a general PPA change (not the same as changing employer within your existing LGA). Submit a written request explaining your reason (e.g. security, health, marital/family, accommodation) to your current Local Government Inspector (LGI) or State Coordinator. Your current PPA must acknowledge the request -- their sign-off/no-objection is required before it moves forward, since they're releasing you. The request then goes to the State Secretariat/LGI office for review, and if it involves moving states, it's escalated for onward processing. Review typically takes a few weeks; there's no fixed guaranteed turnaround.",Was the transfer request approved or rejected?,"approved -> You'll receive an approval/relocation letter; report to your new LGI/secretariat with it, and you'll need a new PPA posting in the new LGA -- continue monthly clearance there going forward, not at your old LGA. || rejected -> You can appeal by resubmitting through your State Coordinator with stronger supporting evidence for your reason (e.g. a medical report, police report, or marriage certificate depending on the ground cited); repeated appeals without new evidence are unlikely to succeed.",Cross-validated on re-check -- an independent source (Edulife's LGA-change guide) directly confirms the same-shape process described here: a formal letter to the State Coordinator plus a no-objection letter from the current PPA. Escalation/appeal-on-rejection specifics remain reasoned rather than independently confirmed.,original,
Batch 4,Posting & PPA,change_local_government,Can I change my local government again after already doing monthly clearance there?,Not covered,-,,,Not addressed.,Conditional,"To move from your current Local Government Area (LGA) to a different one -- whether within the same state or to another state -- you go through NYSC's LGA transfer process, which is a distinct procedure from a general PPA change (not the same as changing employer within your existing LGA). Submit a written request explaining your reason (e.g. security, health, marital/family, accommodation) to your current Local Government Inspector (LGI) or State Coordinator. Your current PPA must acknowledge the request -- their sign-off/no-objection is required before it moves forward, since they're releasing you. The request then goes to the State Secretariat/LGI office for review, and if it involves moving states, it's escalated for onward processing. Review typically takes a few weeks; there's no fixed guaranteed turnaround.",Was the transfer request approved or rejected?,"approved -> You'll receive an approval/relocation letter; report to your new LGI/secretariat with it, and you'll need a new PPA posting in the new LGA -- continue monthly clearance there going forward, not at your old LGA. || rejected -> You can appeal by resubmitting through your State Coordinator with stronger supporting evidence for your reason (e.g. a medical report, police report, or marriage certificate depending on the ground cited); repeated appeals without new evidence are unlikely to succeed.",Cross-validated on re-check -- an independent source (Edulife's LGA-change guide) directly confirms the same-shape process described here: a formal letter to the State Coordinator plus a no-objection letter from the current PPA. Escalation/appeal-on-rejection specifics remain reasoned rather than independently confirmed.,original,
Batch 4,Posting & PPA,ppa_change_request,Is it possible to change my PPA after four months?,Not covered,-,,,No PPA-change procedure described in these sources.,Conditional,"You cannot switch PPAs just by asking. The standard route: get an official rejection letter from your current PPA's head (stating they can't/won't accept you) -- most sources describe this as the required first step. A minority of sources say you can instead present an acceptance letter from a new organisation without a rejection letter, but this isn't consistently confirmed, so treat the rejection letter as the safe default. Take whichever letter you have to your Local Government Inspector (LGI) or the State Coordinator's office, along with a written request explaining your reason. Approval commonly takes around 2 weeks, though it can range from a few days up to about a month depending on your state and how many requests are being processed. If approved, you'll receive a new posting letter -- report to the new PPA, get an acceptance letter from them, and complete fresh documentation with the LGI of the new LGA. Your monthly allowance is unaffected by an official change. Never abandon your current PPA before this is approved -- that's treated as absconding and can trigger disciplinary action. Important: NYSC does not sell PPA changes. Anyone offering to guarantee a faster or better reposting for payment outside the official LGI/Secretariat process is a scammer -- this specific scam is commonly reported by corps members waiting on reposting. One 2026 source states corps members can now also initiate a PPA change through the NYSC portal itself, in addition to the physical letter-plus-LGI route described above -- this wasn't corroborated elsewhere, so treat the portal option as a possible additional channel to check on your dashboard, not a confirmed replacement for the letter/LGI process.",What's your reason for wanting to change?,"Distance/no accommodation/unsafe location -> explain this directly to your LGI with any supporting evidence (photos, police report if security-related); PPA demanding unofficial payment or mistreatment -> report this specifically, it strengthens your case and is a recognised misconduct issue; simply prefer a different type of organisation -> you'll need an acceptance letter from your preferred PPA first, since 'I don't like it' alone is not accepted as grounds. Note: changing to a PPA in a DIFFERENT STATE is not PPA change -- that's redeployment/relocation, a separate, harder process. While you're waiting for your reposting to be approved, you don't need to do monthly clearance -- there's nothing to clear until you're posted to and registered under a new LGI. A few specific situations I could not find reliable, consistent information on, so I'm flagging them honestly rather than guessing: whether there's a formal minimum/maximum time window during your service year for requesting a change (questions about '4 months,' '6 months' etc. suggest people believe there might be a cutoff, but no source confirmed one); whether corps members can officially 'swap' PPAs with each other (no source described this as a sanctioned process); what 'changing PPA through the CLO' specifically refers to (the acronym wasn't confirmed); and what to do if your assigned PPA turns out not to actually exist (likely follows the same rejection/reposting route since there's no PPA to issue a rejection letter, but this exact scenario wasn't separately confirmed). For any of these, your LGI is the right person to ask directly, since local/state practice may vary in ways general guides don't capture.","Cross-validated on re-check -- the rejection-letter-first process, the acceptance-letter-only minority path (explicitly described elsewhere as a last resort with no guaranteed approval), and the 2-weeks-to-~1-month timing all reconfirmed against independent 2026 sources this pass. A single source's mention of an online portal option for PPA change is added but flagged as uncorroborated. The other specific edge cases (time-limit-on-requesting, PPA swapping, CLO meaning, non-existent PPA) remain explicitly flagged as unverified rather than resolved by guessing.",original,
Batch 4,Working & Life During Service,work_side_hustle_during_service,Can I work at my current job while serving NYSC somewhere else?,Not covered,-,,,Not addressed.,Statement,"NYSC doesn't prohibit having a side hustle or additional skill work during your service year, as long as it doesn't interfere with your PPA attendance, monthly clearance, or CDS participation -- those three are compulsory and non-negotiable regardless of what else you're doing. NYSC actually runs its own official avenue for this: the SAED (Skills Acquisition and Entrepreneurship Development) programme, which starts automatically for every corps member in orientation camp and continues afterward through post-camp training, mentorship, and (for some participants) business grants/seed funding -- so learning a skill or working toward a certification alongside your service isn't just tolerated, it's something NYSC itself structures and encourages. Many corps members also freelance, tutor, or run small businesses independently of SAED, especially given how modest the federal allowance is relative to living costs. What you can't do is let any of this become a reason for PPA absence -- that risks the same consequences as any other unexplained absence (a query, forfeited allowance for that month, or a service extension for repeated cases). This is also why working your ""current job"" at a different location while officially serving somewhere else isn't workable as a formal arrangement -- you're expected to be physically present and clocking attendance at your assigned PPA, so a job elsewhere would need to fit around that, not replace it, unless you've gone through an official process (e.g. having your existing employer serve as your PPA, where that's permitted, or a formal relocation) rather than just working two places unofficially. On pay: the federal allowance itself is calculated as national minimum wage plus 10%, but that's not the same as being a minimum-wage employee -- any side income or PPA-related pay you receive is separate and depends entirely on whatever that employer or client pays, not on NYSC's rate.",,,"Medium-high -- SAED as NYSC's own official skills/entrepreneurship structure (in-camp and post-camp) is confirmed by numerous current NYSC-affiliated and independent sources. The compulsory-attendance constraint is confirmed via the clearance research already done elsewhere in this project. The 'can I work my existing job while serving elsewhere' answer is reasoned from that same attendance requirement rather than a single source stating it explicitly -- flagged as a reasonable extension, not a separately sourced fact.",original,
